"token_lower"	"frequency"	"doc_frequency"	"book_frequency"	"example_original"	"rank"
"thatched"	1	1	1	"thatched"	27129
"thatin"	1	1	1	"thatin"	27130
"thats"	1	1	1	"thats"	27131
"theater.door"	1	1	1	"theater.door"	27132
"theater.that"	1	1	1	"theater.that"	27133
"theaters"	1	1	1	"theaters"	27134
"theatre.he"	1	1	1	"theatre.he"	27135
"theatres"	1	1	1	"theatres"	27136
"thec"	1	1	1	"thec"	27137
"theda"	1	1	1	"theda"	27138
"them.and"	1	1	1	"them.and"	27139
"them.as"	1	1	1	"them.as"	27140
"them.beneath"	1	1	1	"them.beneath"	27141
"them.black"	1	1	1	"them.black"	27142
"them.but"	1	1	1	"them.but"	27143
"them.coraline's"	1	1	1	"them.coraline's"	27144
"them.every"	1	1	1	"them.every"	27145
"them.fat"	1	1	1	"them.fat"	27146
"them.from"	1	1	1	"them.from"	27147
"them.i"	1	1	1	"them.i"	27148
"them.it's"	1	1	1	"them.it's"	27149
"them.more"	1	1	1	"them.more"	27150
"them.put"	1	1	1	"them.put"	27151
"them.scarlett's"	1	1	1	"them.scarlett's"	27152
"them.silas"	1	1	1	"them.silas"	27153
"them.sometimes"	1	1	1	"them.sometimes"	27154
"them.then"	1	1	1	"them.then"	27155
"them.three"	1	1	1	"them.three"	27156
"them.thus"	1	1	1	"them.thus"	27157
"them.tiger"	1	1	1	"them.tiger"	27158
"them.where"	1	1	1	"them.where"	27159
"them:lustrated"	1	1	1	"them:lustrated"	27160
"themselves.they"	1	1	1	"themselves.they"	27161
"themthat"	1	1	1	"themthat"	27162
"then.bod"	1	1	1	"then.bod"	27163
"then.in"	1	1	1	"then.in"	27164
"then.later"	1	1	1	"then.later"	27165
"then.six"	1	1	1	"then.six"	27166
"then.when"	1	1	1	"then.when"	27167
"thens"	1	1	1	"thens"	27168
"thenthe"	1	1	1	"thenthe"	27169
"theologies"	1	1	1	"theologies"	27170
"theoretical"	1	1	1	"theoretical"	27171
"theoretically"	1	1	1	"theoretically"	27172
"ther"	1	1	1	"ther"	27173
"therafter"	1	1	1	"therafter"	27174
"there're"	1	1	1	"there're"	27175
"there.a"	1	1	1	"there.a"	27176
"there.bod"	1	1	1	"there.bod"	27177
"there.brevis"	1	1	1	"there.brevis"	27178
"there.by"	1	1	1	"there.by"	27179
"there.down"	1	1	1	"there.down"	27180
"there.fat"	1	1	1	"there.fat"	27181
"there.for"	1	1	1	"there.for"	27182
"there.it"	1	1	1	"there.it"	27183
"there.jessica"	1	1	1	"there.jessica"	27184
"there.so"	1	1	1	"there.so"	27185
"there.the"	1	1	1	"there.the"	27186
"there.then"	1	1	1	"there.then"	27187
"there.there"	1	1	1	"there.there"	27188
"there.when"	1	1	1	"there.when"	27189
"therefore"	1	1	1	"therefore"	27190
"therein"	1	1	1	"therein"	27191
"thereon"	1	1	1	"thereon"	27192
"theres"	1	1	1	"theres"	27193
"thereupon"	1	1	1	"thereupon"	27194
"thermals.the"	1	1	1	"thermals.the"	27195
"they'd've"	1	1	1	"they'd've"	27196
"they'remeat"	1	1	1	"they'remeat"	27197
"theybecome"	1	1	1	"theybecome"	27198
"thfum"	1	1	1	"thfum"	27199
"thickened"	1	1	1	"thickened"	27200
"thickets"	1	1	1	"thickets"	27201
"thimble"	1	1	1	"thimble"	27202
"thin.we"	1	1	1	"thin.we"	27203
"thing.coraline"	1	1	1	"thing.coraline"	27204
"thing.daisy"	1	1	1	"thing.daisy"	27205
"thing.days"	1	1	1	"thing.days"	27206
"thing.her"	1	1	1	"thing.her"	27207
"thing.on"	1	1	1	"thing.on"	27208
"thing.scarlett"	1	1	1	"thing.scarlett"	27209
"thing.there"	1	1	1	"thing.there"	27210
"thing.they'd"	1	1	1	"thing.they'd"	27211
"thing.without"	1	1	1	"thing.without"	27212
"things.before"	1	1	1	"things.before"	27213
"things.bod"	1	1	1	"things.bod"	27214
"things.i"	1	1	1	"things.i"	27215
"things.it"	1	1	1	"things.it"	27216
"things.she"	1	1	1	"things.she"	27217
"things.something"	1	1	1	"things.something"	27218
"things.the"	1	1	1	"things.the"	27219
"things.we"	1	1	1	"things.we"	27220
"think.both"	1	1	1	"think.both"	27221
"thinker"	1	1	1	"thinker"	27222
"thinkin"	1	1	1	"thinkin"	27223
"thinking.later"	1	1	1	"thinking.later"	27224
"thinner.only"	1	1	1	"thinner.only"	27225
"thinness"	1	1	1	"thinness"	27226
"thioridazine"	1	1	1	"thioridazine"	27227
"third.after"	1	1	1	"third.after"	27228
"third.he"	1	1	1	"third.he"	27229
"third.the"	1	1	1	"third.the"	27230
"thirdly"	1	1	1	"thirdly"	27231
"thirds"	1	1	1	"thirds"	27232
"thirsty.fat"	1	1	1	"thirsty.fat"	27233
"thirteenwhich"	1	1	1	"thirteenwhich"	27234
"this'll"	1	1	1	"this'll"	27235
"this.and"	1	1	1	"this.and"	27236
"this.the"	1	1	1	"this.the"	27237
"this:he"	1	1	1	"this:he"	27238
"thistle"	1	1	1	"thistle"	27239
"thistledown"	1	1	1	"thistledown"	27240
"thomes"	1	1	1	"thomes"	27241
"thorn's"	1	1	1	"thorn's"	27242
"thorn.mr"	1	1	1	"thorn.mr"	27243
"thorndoes"	1	1	1	"thorndoes"	27244
"thorntristran"	1	1	1	"thorntristran"	27245
"thorpe"	1	1	1	"thorpe"	27246
"thorpe.he"	1	1	1	"thorpe.he"	27247
"those.bod"	1	1	1	"those.bod"	27248
"those.she"	1	1	1	"those.she"	27249
"though.if"	1	1	1	"though.if"	27250
"though.the"	1	1	1	"though.the"	27251
"thought.as"	1	1	1	"thought.as"	27252
"thought.he"	1	1	1	"thought.he"	27253
"thought.the"	1	1	1	"thought.the"	27254
"thought.what"	1	1	1	"thought.what"	27255
"thoughtfully.they"	1	1	1	"thoughtfully.they"	27256
"thoughtless"	1	1	1	"thoughtless"	27257
"thoughts.the"	1	1	1	"thoughts.the"	27258
"thrashed"	1	1	1	"thrashed"	27259
"thread.it"	1	1	1	"thread.it"	27260
"threadlike"	1	1	1	"threadlike"	27261
"threads"	1	1	1	"threads"	27262
"threat.i"	1	1	1	"threat.i"	27263
"threatening"	1	1	1	"threatening"	27264
"threateningly"	1	1	1	"threateningly"	27265
"three.it"	1	1	1	"three.it"	27266
"threshhold"	1	1	1	"threshhold"	27267
"thrillers"	1	1	1	"thrillers"	27268
"thrives"	1	1	1	"thrives"	27269
"throat's"	1	1	1	"throat's"	27270
"throat.blood"	1	1	1	"throat.blood"	27271
"throat.her"	1	1	1	"throat.her"	27272
"throat.his"	1	1	1	"throat.his"	27273
"throat.one"	1	1	1	"throat.one"	27274
"throat.so"	1	1	1	"throat.so"	27275
"throat.that's"	1	1	1	"throat.that's"	27276
"throat.the"	1	1	1	"throat.the"	27277
"throat.then"	1	1	1	"throat.then"	27278
"throes"	1	1	1	"throes"	27279
"thronelike"	1	1	1	"thronelike"	27280
"thronged"	1	1	1	"thronged"	27281
"through.bod"	1	1	1	"through.bod"	27282
"through.he"	1	1	1	"through.he"	27283
"through.odd"	1	1	1	"through.odd"	27284
"through.then"	1	1	1	"through.then"	27285
"thrower's"	1	1	1	"thrower's"	27286
"throwin"	1	1	1	"throwin"	27287
"thrush"	1	1	1	"thrush"	27288
"thrush.they"	1	1	1	"thrush.they"	27289
"thrushes"	1	1	1	"thrushes"	27290
"thuds"	1	1	1	"thuds"	27291
"thug"	1	1	1	"thug"	27292
"thugs"	1	1	1	"thugs"	27293
"thumbscrew"	1	1	1	"thumbscrew"	27294
"thumbscrews"	1	1	1	"thumbscrews"	27295
"thummthumm"	1	1	1	"thummthumm"	27296
"thumping.she"	1	1	1	"thumping.she"	27297
"thumps"	1	1	1	"thumps"	27298
"thunder's"	1	1	1	"thunder's"	27299
"thunder.in"	1	1	1	"thunder.in"	27300
"thunderclap"	1	1	1	"thunderclap"	27301
"thundered"	1	1	1	"thundered"	27302
"thunderer"	1	1	1	"thunderer"	27303
"thunderous"	1	1	1	"thunderous"	27304
"thunderstone"	1	1	1	"thunderstone"	27305
"thunderstorms"	1	1	1	"thunderstorms"	27306
"thunderstruck"	1	1	1	"thunderstruck"	27307
"thung"	1	1	1	"thung"	27308
"thursdays"	1	1	1	"thursdays"	27309
"thwapped"	1	1	1	"thwapped"	27310
"ticked"	1	1	1	"ticked"	27311
"ticketed"	1	1	1	"ticketed"	27312
"tickety"	1	1	1	"tickety"	27313
"tickle"	1	1	1	"tickle"	27314
"tidbits"	1	1	1	"tidbits"	27315
"tiddly"	1	1	1	"tiddly"	27316
"tide's"	1	1	1	"tide's"	27317
"tides"	1	1	1	"tides"	27318
"tidier"	1	1	1	"tidier"	27319
"tie's"	1	1	1	"tie's"	27320
"tiered"	1	1	1	"tiered"	27321
"tierra"	1	1	1	"tierra"	27322
"tiger.by"	1	1	1	"tiger.by"	27323
"tiggers"	1	1	1	"tiggers"	27324
"tighten"	1	1	1	"tighten"	27325
"tightens"	1	1	1	"tightens"	27326
"tightly.her"	1	1	1	"tightly.her"	27327
"tightly.i"	1	1	1	"tightly.i"	27328
"tightness"	1	1	1	"tightness"	27329
"tights"	1	1	1	"tights"	27330
"tiiiiny"	1	1	1	"tiiiiny"	27331
"tile.when"	1	1	1	"tile.when"	27332
"tilly"	1	1	1	"tilly"	27333
"timber"	1	1	1	"timber"	27334
"time's"	1	1	1	"time's"	27335
"time.at"	1	1	1	"time.at"	27336
"time.belinda"	1	1	1	"time.belinda"	27337
"time.door"	1	1	1	"time.door"	27338
"time.for"	1	1	1	"time.for"	27339
"time.miss"	1	1	1	"time.miss"	27340
"time.mr"	1	1	1	"time.mr"	27341
"time.spider"	1	1	1	"time.spider"	27342
"time.the"	1	1	1	"time.the"	27343
"time.they"	1	1	1	"time.they"	27344
"time.this"	1	1	1	"time.this"	27345
"time.we"	1	1	1	"time.we"	27346
"timeless"	1	1	1	"timeless"	27347
"timeof"	1	1	1	"timeof"	27348
"timepieces"	1	1	1	"timepieces"	27349
"timers"	1	1	1	"timers"	27350
"times.and"	1	1	1	"times.and"	27351
"times.he"	1	1	1	"times.he"	27352
"timethe"	1	1	1	"timethe"	27353
"timmy"	1	1	1	"timmy"	27354
"tina"	1	1	1	"tina"	27355
"tina.she"	1	1	1	"tina.she"	27356
"tinder"	1	1	1	"tinder"	27357
"tinfoil"	1	1	1	"tinfoil"	27358
"tinge"	1	1	1	"tinge"	27359
"tingled"	1	1	1	"tingled"	27360
"tingly"	1	1	1	"tingly"	27361
"tinier"	1	1	1	"tinier"	27362
"tinked"	1	1	1	"tinked"	27363
"tinker's"	1	1	1	"tinker's"	27364
"tinkered"	1	1	1	"tinkered"	27365
"tinny"	1	1	1	"tinny"	27366
"tins"	1	1	1	"tins"	27367
"tinsel"	1	1	1	"tinsel"	27368
"tiptoed"	1	1	1	"tiptoed"	27369
"tiptoeing"	1	1	1	"tiptoeing"	27370
"tis"	1	1	1	"tis"	27371
"tissue.she"	1	1	1	"tissue.she"	27372
"tissue.the"	1	1	1	"tissue.the"	27373
"titania"	1	1	1	"titania"	27374
"title.snow"	1	1	1	"title.snow"	27375
"titties"	1	1	1	"titties"	27376
"to've"	1	1	1	"to've"	27377
"to.being"	1	1	1	"to.being"	27378
"toad's"	1	1	1	"toad's"	27379
"toads"	1	1	1	"toads"	27380
"toadying"	1	1	1	"toadying"	27381
"toastio"	1	1	1	"toastio"	27382
"tod"	1	1	1	"tod"	27383
"today.he"	1	1	1	"today.he"	27384
"today.still"	1	1	1	"today.still"	27385
"today.the"	1	1	1	"today.the"	27386
"todd"	1	1	1	"todd"	27387
"toddled"	1	1	1	"toddled"	27388
"toddler's"	1	1	1	"toddler's"	27389
"toddling"	1	1	1	"toddling"	27390
"toeing"	1	1	1	"toeing"	27391
"toenails"	1	1	1	"toenails"	27392
"toga"	1	1	1	"toga"	27393
"together.rosie"	1	1	1	"together.rosie"	27394
"together.she"	1	1	1	"together.she"	27395
"together.the"	1	1	1	"together.the"	27396
"together.then"	1	1	1	"together.then"	27397
"together.which"	1	1	1	"together.which"	27398
"toilet's"	1	1	1	"toilet's"	27399
"toint"	1	1	1	"toint"	27400
"tok"	1	1	1	"tok"	27401
"tolerably"	1	1	1	"tolerably"	27402
"tolerance"	1	1	1	"tolerance"	27403
"tolerant"	1	1	1	"tolerant"	27404
"tolerate"	1	1	1	"tolerate"	27405
"tolerated"	1	1	1	"tolerated"	27406
"tolerates"	1	1	1	"tolerates"	27407
"tolling"	1	1	1	"tolling"	27408
"tollway"	1	1	1	"tollway"	27409
"tolook"	1	1	1	"tolook"	27410
"tom'll"	1	1	1	"tom'll"	27411
"tom's"	1	1	1	"tom's"	27412
"tom.bod"	1	1	1	"tom.bod"	27413
"tomb.there"	1	1	1	"tomb.there"	27414
"tomfoolery"	1	1	1	"tomfoolery"	27415
"tommy's"	1	1	1	"tommy's"	27416
"tomorrow's"	1	1	1	"tomorrow's"	27417
"tomorrow.a"	1	1	1	"tomorrow.a"	27418
"tomorrow.fat"	1	1	1	"tomorrow.fat"	27419
"tomorrow.treat"	1	1	1	"tomorrow.treat"	27420
"tomorrows.he"	1	1	1	"tomorrows.he"	27421
"tomás"	1	1	1	"tomás"	27422
"tones.he"	1	1	1	"tones.he"	27423
"tongue.and"	1	1	1	"tongue.and"	27424
"tongue.the"	1	1	1	"tongue.the"	27425
"tongued"	1	1	1	"tongued"	27426
"tongueless.somewhere"	1	1	1	"tongueless.somewhere"	27427
"tons"	1	1	1	"tons"	27428
"tonsure"	1	1	1	"tonsure"	27429
"tony"	1	1	1	"tony"	27430
"too.all"	1	1	1	"too.all"	27431
"too.and"	1	1	1	"too.and"	27432
"too.eventually"	1	1	1	"too.eventually"	27433
"too.i"	1	1	1	"too.i"	27434
"too.it"	1	1	1	"too.it"	27435
"too.it's"	1	1	1	"too.it's"	27436
"too.nick"	1	1	1	"too.nick"	27437
"too.she"	1	1	1	"too.she"	27438
"too.there"	1	1	1	"too.there"	27439
"too.together"	1	1	1	"too.together"	27440
"tools.com"	1	1	1	"tools.com"	27441
"toothbrush.fat"	1	1	1	"toothbrush.fat"	27442
"toothiest"	1	1	1	"toothiest"	27443
"toothsome"	1	1	1	"toothsome"	27444
"tooththat"	1	1	1	"tooththat"	27445
"tooting"	1	1	1	"tooting"	27446
"top.benjamin"	1	1	1	"top.benjamin"	27447
"top.they"	1	1	1	"top.they"	27448
"tophalf"	1	1	1	"tophalf"	27449
"topless"	1	1	1	"topless"	27450
"topographical"	1	1	1	"topographical"	27451
"topographically"	1	1	1	"topographically"	27452
"topology"	1	1	1	"topology"	27453
"topple"	1	1	1	"topple"	27454
"toppling"	1	1	1	"toppling"	27455
"torch.a"	1	1	1	"torch.a"	27456
"torment"	1	1	1	"torment"	27457
"tormenters"	1	1	1	"tormenters"	27458
"tormenting"	1	1	1	"tormenting"	27459
"tormentor"	1	1	1	"tormentor"	27460
"tornadoes"	1	1	1	"tornadoes"	27461
"tornados"	1	1	1	"tornados"	27462
"tornso"	1	1	1	"tornso"	27463
"torso.the"	1	1	1	"torso.the"	27464
"tosee"	1	1	1	"tosee"	27465
"tosser"	1	1	1	"tosser"	27466
"toto"	1	1	1	"toto"	27467
"totsy"	1	1	1	"totsy"	27468
"touch.richard"	1	1	1	"touch.richard"	27469
"touch.she"	1	1	1	"touch.she"	27470
"touch.then"	1	1	1	"touch.then"	27471
"touch.when"	1	1	1	"touch.when"	27472
"touchpaper"	1	1	1	"touchpaper"	27473
"touché"	1	1	1	"touché"	27474
"toughness"	1	1	1	"toughness"	27475
"tour.for"	1	1	1	"tour.for"	27476
"tourist's"	1	1	1	"tourist's"	27477
"tournament"	1	1	1	"tournament"	27478
"tours"	1	1	1	"tours"	27479
"touted"	1	1	1	"touted"	27480
"tow"	1	1	1	"tow"	27481
"toward.he"	1	1	1	"toward.he"	27482
"toweled"	1	1	1	"toweled"	27483
"tower's"	1	1	1	"tower's"	27484
"town.i"	1	1	1	"town.i"	27485
"town.it"	1	1	1	"town.it"	27486
"town.my"	1	1	1	"town.my"	27487
"town.one"	1	1	1	"town.one"	27488
"town.the"	1	1	1	"town.the"	27489
"townefolk"	1	1	1	"townefolk"	27490
"townefolke"	1	1	1	"townefolke"	27491
"townsmen"	1	1	1	"townsmen"	27492
"toxic"	1	1	1	"toxic"	27493
"toxicology"	1	1	1	"toxicology"	27494
"toying"	1	1	1	"toying"	27495
"toys.mrs"	1	1	1	"toys.mrs"	27496
"toys.this"	1	1	1	"toys.this"	27497
"trace.in"	1	1	1	"trace.in"	27498
"track.it"	1	1	1	"track.it"	27499
"track.while"	1	1	1	"track.while"	27500
"tracker"	1	1	1	"tracker"	27501
"tracking"	1	1	1	"tracking"	27502
"tract"	1	1	1	"tract"	27503
"trader's"	1	1	1	"trader's"	27504
"traditionally"	1	1	1	"traditionally"	27505
"traditions"	1	1	1	"traditions"	27506
"tragedies"	1	1	1	"tragedies"	27507
"trailof"	1	1	1	"trailof"	27508
"train.a"	1	1	1	"train.a"	27509
"train.the"	1	1	1	"train.the"	27510
"trainer"	1	1	1	"trainer"	27511
"trainers"	1	1	1	"trainers"	27512
"traipse"	1	1	1	"traipse"	27513
"traitorous"	1	1	1	"traitorous"	27514
"tram"	1	1	1	"tram"	27515
"tramphas"	1	1	1	"tramphas"	27516
"tramping"	1	1	1	"tramping"	27517
"tramps"	1	1	1	"tramps"	27518
"tranquilizers"	1	1	1	"tranquilizers"	27519
"transcended"	1	1	1	"transcended"	27520
"transcendence"	1	1	1	"transcendence"	27521
"transcribing"	1	1	1	"transcribing"	27522
"transfer"	1	1	1	"transfer"	27523
"transfigured"	1	1	1	"transfigured"	27524
"transience"	1	1	1	"transience"	27525
"transistor"	1	1	1	"transistor"	27526
"translated"	1	1	1	"translated"	27527
"translating"	1	1	1	"translating"	27528
"translation"	1	1	1	"translation"	27529
"translator"	1	1	1	"translator"	27530
"transluminary"	1	1	1	"transluminary"	27531
"transmitting"	1	1	1	"transmitting"	27532
"transmuting"	1	1	1	"transmuting"	27533
"transpires"	1	1	1	"transpires"	27534
"transportee"	1	1	1	"transportee"	27535
"transportees"	1	1	1	"transportees"	27536
"transposition"	1	1	1	"transposition"	27537
"transtemporal"	1	1	1	"transtemporal"	27538
"transtemporally"	1	1	1	"transtemporally"	27539
"trap.now"	1	1	1	"trap.now"	27540
"trapped.the"	1	1	1	"trapped.the"	27541
"trashcan"	1	1	1	"trashcan"	27542
"trashcans"	1	1	1	"trashcans"	27543
"trashiness"	1	1	1	"trashiness"	27544
"trashy"	1	1	1	"trashy"	27545
"travel.richard"	1	1	1	"travel.richard"	27546
"travelings"	1	1	1	"travelings"	27547
"travelled"	1	1	1	"travelled"	27548
"traversed"	1	1	1	"traversed"	27549
"travis"	1	1	1	"travis"	27550
"trays"	1	1	1	"trays"	27551
"treacherously"	1	1	1	"treacherously"	27552
"treader"	1	1	1	"treader"	27553
"treads"	1	1	1	"treads"	27554
"treasury"	1	1	1	"treasury"	27555
"treatment.i"	1	1	1	"treatment.i"	27556
"treatmentis"	1	1	1	"treatmentis"	27557
"treatments"	1	1	1	"treatments"	27558
"treats"	1	1	1	"treats"	27559
"treble"	1	1	1	"treble"	27560
"trebuchets"	1	1	1	"trebuchets"	27561
"tree's"	1	1	1	"tree's"	27562
"tree.above"	1	1	1	"tree.above"	27563
"tree.and"	1	1	1	"tree.and"	27564
"tree.as"	1	1	1	"tree.as"	27565
"tree.coraline"	1	1	1	"tree.coraline"	27566
"tree.near"	1	1	1	"tree.near"	27567
"tree.now"	1	1	1	"tree.now"	27568
"tree.odd"	1	1	1	"tree.odd"	27569
"tree.the"	1	1	1	"tree.the"	27570
"tree.there"	1	1	1	"tree.there"	27571
"tree.warily"	1	1	1	"tree.warily"	27572
"treebranch"	1	1	1	"treebranch"	27573
"treed"	1	1	1	"treed"	27574
"treelike"	1	1	1	"treelike"	27575
"trees.at"	1	1	1	"trees.at"	27576
"trees.coraline"	1	1	1	"trees.coraline"	27577
"trees.i"	1	1	1	"trees.i"	27578
"trees.tristran"	1	1	1	"trees.tristran"	27579
"treesthat"	1	1	1	"treesthat"	27580
"trellis"	1	1	1	"trellis"	27581
"trembled.bod"	1	1	1	"trembled.bod"	27582
"trembling.i"	1	1	1	"trembling.i"	27583
"tremendously"	1	1	1	"tremendously"	27584
"trencher"	1	1	1	"trencher"	27585
"trenchers"	1	1	1	"trenchers"	27586
"trendoid"	1	1	1	"trendoid"	27587
"trendy"	1	1	1	"trendy"	27588
"trespass"	1	1	1	"trespass"	27589
"tresses"	1	1	1	"tresses"	27590
"trestle"	1	1	1	"trestle"	27591
"trews"	1	1	1	"trews"	27592
"trials"	1	1	1	"trials"	27593
"triangular"	1	1	1	"triangular"	27594
"triathlon"	1	1	1	"triathlon"	27595
"tribe's"	1	1	1	"tribe's"	27596
"tribesmen"	1	1	1	"tribesmen"	27597
"tribunals"	1	1	1	"tribunals"	27598
"tribune"	1	1	1	"tribune"	27599
"trice"	1	1	1	"trice"	27600
"trickiest"	1	1	1	"trickiest"	27601
"trickles"	1	1	1	"trickles"	27602
"tricksiest"	1	1	1	"tricksiest"	27603
"tricksy"	1	1	1	"tricksy"	27604
"tricycle"	1	1	1	"tricycle"	27605
"tried.he"	1	1	1	"tried.he"	27606
"trifles"	1	1	1	"trifles"	27607
"trifling"	1	1	1	"trifling"	27608
"triggers"	1	1	1	"triggers"	27609
"trills"	1	1	1	"trills"	27610
"trilogy.once"	1	1	1	"trilogy.once"	27611
"trimmings"	1	1	1	"trimmings"	27612
"trinidadians"	1	1	1	"trinidadians"	27613
"trinis"	1	1	1	"trinis"	27614
"trinket"	1	1	1	"trinket"	27615
"trio"	1	1	1	"trio"	27616
"tripe"	1	1	1	"tripe"	27617
"trips"	1	1	1	"trips"	27618
"tristran.and"	1	1	1	"tristran.and"	27619
"tristran.he"	1	1	1	"tristran.he"	27620
"tristran.mr"	1	1	1	"tristran.mr"	27621
"tristran.she"	1	1	1	"tristran.she"	27622
"tristranhad"	1	1	1	"tristranhad"	27623
"triumph.fat"	1	1	1	"triumph.fat"	27624
"triumphantly.richard"	1	1	1	"triumphantly.richard"	27625
"triumphs"	1	1	1	"triumphs"	27626
"triune"	1	1	1	"triune"	27627
"trivia"	1	1	1	"trivia"	27628
"trivialities"	1	1	1	"trivialities"	27629
"troll.he"	1	1	1	"troll.he"	27630
"trollope"	1	1	1	"trollope"	27631
"trombones"	1	1	1	"trombones"	27632
"tropicana"	1	1	1	"tropicana"	27633
"trot.tristran"	1	1	1	"trot.tristran"	27634
"trotpoet1741"	1	1	1	"trotpoet1741"	27635
"trotting"	1	1	1	"trotting"	27636
"trouble.my"	1	1	1	"trouble.my"	27637
"trouble.she"	1	1	1	"trouble.she"	27638
"troublemaker"	1	1	1	"troublemaker"	27639
"trousers.cars"	1	1	1	"trousers.cars"	27640
"trout's"	1	1	1	"trout's"	27641
"trove"	1	1	1	"trove"	27642
"troy"	1	1	1	"troy"	27643
"truces"	1	1	1	"truces"	27644
"truckle"	1	1	1	"truckle"	27645
"trudges"	1	1	1	"trudges"	27646
"true.he"	1	1	1	"true.he"	27647
"true.she"	1	1	1	"true.she"	27648
"true.ten"	1	1	1	"true.ten"	27649
"true.the"	1	1	1	"true.the"	27650
"true.triptych"	1	1	1	"true.triptych"	27651
"truffles"	1	1	1	"truffles"	27652
"trumpeting"	1	1	1	"trumpeting"	27653
"trundle"	1	1	1	"trundle"	27654
"trussing"	1	1	1	"trussing"	27655
"trusted.now"	1	1	1	"trusted.now"	27656
"trustee"	1	1	1	"trustee"	27657
"trustingly.when"	1	1	1	"trustingly.when"	27658
"truth.spider"	1	1	1	"truth.spider"	27659
"truthis"	1	1	1	"truthis"	27660
"trysting"	1	1	1	"trysting"	27661
"tsks"	1	1	1	"tsks"	27662
"tubas"	1	1	1	"tubas"	27663
"tubby"	1	1	1	"tubby"	27664
"tube.and"	1	1	1	"tube.and"	27665
"tubs"	1	1	1	"tubs"	27666
"tubs.we"	1	1	1	"tubs.we"	27667
"tucked"	1	1	1	"tucked"	27668
"tucking"	1	1	1	"tucking"	27669
"tuesdays"	1	1	1	"tuesdays"	27670
"tuesdays.iii.bird"	1	1	1	"tuesdays.iii.bird"	27671
"tufty"	1	1	1	"tufty"	27672
"tug.and"	1	1	1	"tug.and"	27673
"tug.somewhere"	1	1	1	"tug.somewhere"	27674
"tugs"	1	1	1	"tugs"	27675
"tuition"	1	1	1	"tuition"	27676
"tumbril"	1	1	1	"tumbril"	27677
"tumescent"	1	1	1	"tumescent"	27678
"tummies"	1	1	1	"tummies"	27679
"tumorous"	1	1	1	"tumorous"	27680
"tumors"	1	1	1	"tumors"	27681
"tumpties"	1	1	1	"tumpties"	27682
"tumult"	1	1	1	"tumult"	27683
"tuna"	1	1	1	"tuna"	27684
"tunbridge"	1	1	1	"tunbridge"	27685
"tundra.bod"	1	1	1	"tundra.bod"	27686
"tune.the"	1	1	1	"tune.the"	27687
"tuneful"	1	1	1	"tuneful"	27688
"tunnel's"	1	1	1	"tunnel's"	27689
"tunneled"	1	1	1	"tunneled"	27690
"tuppenny"	1	1	1	"tuppenny"	27691
"turbulent"	1	1	1	"turbulent"	27692
"turin"	1	1	1	"turin"	27693
"turkey's"	1	1	1	"turkey's"	27694
"turkeys"	1	1	1	"turkeys"	27695
"turkish"	1	1	1	"turkish"	27696
"turncoat"	1	1	1	"turncoat"	27697
"turnd"	1	1	1	"turnd"	27698
"turned.in"	1	1	1	"turned.in"	27699
"turned.mr"	1	1	1	"turned.mr"	27700
"turnings"	1	1	1	"turnings"	27701
"turret"	1	1	1	"turret"	27702
"turrets"	1	1	1	"turrets"	27703
"tuscan"	1	1	1	"tuscan"	27704
"tuscany"	1	1	1	"tuscany"	27705
"tussauds"	1	1	1	"tussauds"	27706
"tutelage"	1	1	1	"tutelage"	27707
"tutelary"	1	1	1	"tutelary"	27708
"tuts"	1	1	1	"tuts"	27709
"tv's"	1	1	1	"tv's"	27710
"tv.i"	1	1	1	"tv.i"	27711
"twain"	1	1	1	"twain"	27712
"twang"	1	1	1	"twang"	27713
"twanged"	1	1	1	"twanged"	27714
"tweed"	1	1	1	"tweed"	27715
"twelve.it"	1	1	1	"twelve.it"	27716
"twelvein"	1	1	1	"twelvein"	27717
"twentiesin"	1	1	1	"twentiesin"	27718
"twentynot"	1	1	1	"twentynot"	27719
"twere"	1	1	1	"twere"	27720
"twicewith"	1	1	1	"twicewith"	27721
"twig.but"	1	1	1	"twig.but"	27722
"twigged"	1	1	1	"twigged"	27723
"twigness"	1	1	1	"twigness"	27724
"twilight.as"	1	1	1	"twilight.as"	27725
"twines"	1	1	1	"twines"	27726
"twinkled.she"	1	1	1	"twinkled.she"	27727
"twinklingly"	1	1	1	"twinklingly"	27728
"twinset"	1	1	1	"twinset"	27729
"twister"	1	1	1	"twister"	27730
"twisty"	1	1	1	"twisty"	27731
"twitches"	1	1	1	"twitches"	27732
"twitted"	1	1	1	"twitted"	27733
"twittered"	1	1	1	"twittered"	27734
"twittering"	1	1	1	"twittering"	27735
"two.so"	1	1	1	"two.so"	27736
"two.then"	1	1	1	"two.then"	27737
"twoin"	1	1	1	"twoin"	27738
"twopenny"	1	1	1	"twopenny"	27739
"tworp"	1	1	1	"tworp"	27740
"twowhich"	1	1	1	"twowhich"	27741
"tyburn"	1	1	1	"tyburn"	27742
"tyburn's"	1	1	1	"tyburn's"	27743
"tyler"	1	1	1	"tyler"	27744
"typesetter"	1	1	1	"typesetter"	27745
"tyranny.after"	1	1	1	"tyranny.after"	27746
"tyres"	1	1	1	"tyres"	27747
"tzu"	1	1	1	"tzu"	27748
"u.n.c.l.e"	1	1	1	"u.n.c.l.e"	27749
"u.s.a.sects"	1	1	1	"u.s.a.sects"	27750
"ufos"	1	1	1	"ufos"	27751
